SMHB_ID	SMTS_ID
SMHB000010	SMTS00518
SMHB000010	SMTS00588
SMHB000010	SMTS00591
SMHB000010	SMTS00592
SMHB000010	SMTS00593
SMHB000010	SMTS00594
SMHB000010	SMTS00642
SMHB000010	SMTS00712
SMHB000010	SMTS00798
SMHB000010	SMTS00816
SMHB000010	SMTS00817
SMHB000010	SMTS00882
SMHB000010	SMTS00950
SMHB000010	SMTS00951
SMHB000010	SMTS01023
SMHB000010	SMTS01074
SMHB000010	SMTS01075
SMHB000010	SMTS01121
SMHB000010	SMTS01122
SMHB000010	SMTS01125
SMHB000010	SMTS01126
SMHB000010	SMTS01127
SMHB000010	SMTS01132
SMHB000010	SMTS01133
SMHB000010	SMTS01134
SMHB000010	SMTS01135
SMHB000010	SMTS01416
SMHB000010	SMTS01441
SMHB000010	SMTS01496
SMHB000010	SMTS01497
SMHB000010	SMTS01498
SMHB000010	SMTS01499
SMHB000010	SMTS01613
SMHB000010	SMTS01614
SMHB000010	SMTS01683
SMHB000010	SMTS01684
SMHB000010	SMTS01763
SMHB000010	SMTS01781
SMHB000010	SMTS02054
SMHB000010	SMTS02108
SMHB000011	SMTS00008
SMHB000011	SMTS00109
SMHB000011	SMTS00114
SMHB000011	SMTS00172
SMHB000011	SMTS00173
SMHB000011	SMTS00174
SMHB000011	SMTS00212
SMHB000011	SMTS00546
SMHB000011	SMTS00729
SMHB000011	SMTS00732
SMHB000011	SMTS00733
SMHB000011	SMTS01063
SMHB000011	SMTS01066
SMHB000011	SMTS01067
SMHB000011	SMTS01068
SMHB000011	SMTS01085
SMHB000011	SMTS01118
SMHB000011	SMTS01275
SMHB000011	SMTS01279
SMHB000011	SMTS01548
SMHB000011	SMTS01555
SMHB000011	SMTS01556
SMHB000011	SMTS01562
SMHB000012	SMTS00626
SMHB000012	SMTS02288
SMHB000013	SMTS00116
SMHB000013	SMTS00202
SMHB000013	SMTS00394
SMHB000013	SMTS00395
SMHB000013	SMTS00397
SMHB000013	SMTS00400
SMHB000013	SMTS00435
SMHB000013	SMTS00541
SMHB000013	SMTS00571
SMHB000013	SMTS00693
SMHB000013	SMTS00768
SMHB000013	SMTS00779
SMHB000013	SMTS00873
SMHB000013	SMTS00931
SMHB000013	SMTS00934
SMHB000013	SMTS00977
SMHB000013	SMTS01049
SMHB000013	SMTS01107
SMHB000013	SMTS01231
SMHB000013	SMTS01280
SMHB000013	SMTS01284
SMHB000013	SMTS01453
SMHB000013	SMTS01465
SMHB000013	SMTS01466
SMHB000013	SMTS01467
SMHB000013	SMTS01468
SMHB000013	SMTS01469
SMHB000013	SMTS01476
SMHB000013	SMTS01477
SMHB000013	SMTS01481
SMHB000013	SMTS01484
SMHB000013	SMTS01486
SMHB000013	SMTS01492
SMHB000013	SMTS01523
SMHB000013	SMTS01526
SMHB000013	SMTS01689
SMHB000013	SMTS01966
SMHB000013	SMTS01985
SMHB000013	SMTS02000
SMHB000013	SMTS02047
SMHB000013	SMTS02072
SMHB000013	SMTS02154
SMHB000013	SMTS02156
SMHB000013	SMTS02174
SMHB000014	SMTS00107
SMHB000014	SMTS00128
SMHB000014	SMTS00137
SMHB000014	SMTS00330
SMHB000014	SMTS00338
SMHB000014	SMTS00558
SMHB000014	SMTS00769
SMHB000014	SMTS01152
SMHB000014	SMTS01200
SMHB000014	SMTS01570
SMHB000014	SMTS01650
SMHB000014	SMTS01651
SMHB000014	SMTS01686
SMHB000014	SMTS01703
SMHB000014	SMTS01813
SMHB000014	SMTS02020
SMHB000015	SMTS00414
SMHB000015	SMTS00783
SMHB000015	SMTS00822
SMHB000015	SMTS00824
SMHB000015	SMTS01593
SMHB000015	SMTS01779
SMHB000015	SMTS01979
SMHB000015	SMTS01980
SMHB000015	SMTS01981
SMHB000015	SMTS01996
SMHB000015	SMTS02070
SMHB000016	SMTS00174
SMHB000016	SMTS00267
SMHB000016	SMTS00318
SMHB000016	SMTS00323
SMHB000016	SMTS00324
SMHB000016	SMTS00768
SMHB000016	SMTS00776
SMHB000016	SMTS00870
SMHB000016	SMTS00871
SMHB000016	SMTS00931
SMHB000016	SMTS00977
SMHB000016	SMTS00979
SMHB000016	SMTS01009
SMHB000016	SMTS01130
SMHB000016	SMTS01705
SMHB000016	SMTS01708
SMHB000016	SMTS01831
SMHB000016	SMTS01861
SMHB000016	SMTS01873
SMHB000016	SMTS01966
SMHB000016	SMTS02041
SMHB000016	SMTS02186
SMHB000016	SMTS02187
SMHB000016	SMTS02197
SMHB000016	SMTS02198
SMHB000018	SMTS00242
SMHB000018	SMTS00312
SMHB000018	SMTS00405
SMHB000018	SMTS00739
SMHB000018	SMTS00742
SMHB000018	SMTS00752
SMHB000018	SMTS00768
SMHB000018	SMTS00835
SMHB000018	SMTS00839
SMHB000018	SMTS00873
SMHB000018	SMTS00931
SMHB000018	SMTS00977
SMHB000018	SMTS01027
SMHB000018	SMTS01049
SMHB000018	SMTS01152
SMHB000018	SMTS01280
SMHB000018	SMTS01283
SMHB000018	SMTS01284
SMHB000018	SMTS01446
SMHB000018	SMTS01985
SMHB000019	SMTS00109
SMHB000019	SMTS00113
SMHB000019	SMTS00549
SMHB000019	SMTS00550
SMHB000019	SMTS00551
SMHB000019	SMTS00552
SMHB000019	SMTS00553
SMHB000019	SMTS00555
SMHB000019	SMTS01063
SMHB000019	SMTS01065
SMHB000019	SMTS01066
SMHB000019	SMTS01067
SMHB000019	SMTS01068
SMHB000019	SMTS01085
SMHB000019	SMTS01362
SMHB000019	SMTS01382
SMHB000019	SMTS01383
SMHB000019	SMTS01386
SMHB000019	SMTS01414
SMHB000020	SMTS00548
SMHB000020	SMTS00549
SMHB000020	SMTS00550
SMHB000020	SMTS00551
SMHB000020	SMTS00555
SMHB000020	SMTS00718
SMHB000020	SMTS00803
SMHB000020	SMTS00804
SMHB000020	SMTS00805
SMHB000020	SMTS00811
SMHB000020	SMTS00815
SMHB000020	SMTS01199
SMHB000020	SMTS01205
SMHB000020	SMTS01206
SMHB000020	SMTS01207
SMHB000020	SMTS01215
SMHB000020	SMTS01586
SMHB000020	SMTS02091
SMHB000021	SMTS00028
SMHB000021	SMTS00081
SMHB000021	SMTS00086
SMHB000021	SMTS00090
SMHB000021	SMTS00096
SMHB000021	SMTS00102
SMHB000021	SMTS00138
SMHB000021	SMTS00141
SMHB000021	SMTS00183
SMHB000021	SMTS00201
SMHB000021	SMTS00232
SMHB000021	SMTS00283
SMHB000021	SMTS00284
SMHB000021	SMTS00288
SMHB000021	SMTS00289
SMHB000021	SMTS00312
SMHB000021	SMTS00380
SMHB000021	SMTS00437
SMHB000021	SMTS00450
SMHB000021	SMTS00471
SMHB000021	SMTS00474
SMHB000021	SMTS00483
SMHB000021	SMTS00487
SMHB000021	SMTS00488
SMHB000021	SMTS00492
SMHB000021	SMTS00518
SMHB000021	SMTS00610
SMHB000021	SMTS00620
SMHB000021	SMTS00621
SMHB000021	SMTS00645
SMHB000021	SMTS00652
SMHB000021	SMTS00655
SMHB000021	SMTS00662
SMHB000021	SMTS00663
SMHB000021	SMTS00681
SMHB000021	SMTS00682
SMHB000021	SMTS00693
SMHB000021	SMTS00712
SMHB000021	SMTS00793
SMHB000021	SMTS00799
SMHB000021	SMTS00800
SMHB000021	SMTS00816
SMHB000021	SMTS00817
SMHB000021	SMTS00823
SMHB000021	SMTS00893
SMHB000021	SMTS00898
SMHB000021	SMTS00899
SMHB000021	SMTS00903
SMHB000021	SMTS00917
SMHB000021	SMTS00924
SMHB000021	SMTS00926
SMHB000021	SMTS00934
SMHB000021	SMTS00950
SMHB000021	SMTS00951
SMHB000021	SMTS00962
SMHB000021	SMTS00983
SMHB000021	SMTS01040
SMHB000021	SMTS01050
SMHB000021	SMTS01115
SMHB000021	SMTS01119
SMHB000021	SMTS01121
SMHB000021	SMTS01122
SMHB000021	SMTS01125
SMHB000021	SMTS01126
SMHB000021	SMTS01127
SMHB000021	SMTS01132
SMHB000021	SMTS01133
SMHB000021	SMTS01134
SMHB000021	SMTS01135
SMHB000021	SMTS01240
SMHB000021	SMTS01298
SMHB000021	SMTS01311
SMHB000021	SMTS01312
SMHB000021	SMTS01314
SMHB000021	SMTS01315
SMHB000021	SMTS01316
SMHB000021	SMTS01351
SMHB000021	SMTS01357
SMHB000021	SMTS01439
SMHB000021	SMTS01441
SMHB000021	SMTS01586
SMHB000021	SMTS01603
SMHB000021	SMTS01616
SMHB000021	SMTS01618
SMHB000021	SMTS01620
SMHB000021	SMTS01621
SMHB000021	SMTS01622
SMHB000021	SMTS01623
SMHB000021	SMTS01624
SMHB000021	SMTS01625
SMHB000021	SMTS01626
SMHB000021	SMTS01630
SMHB000021	SMTS01698
SMHB000021	SMTS01707
SMHB000021	SMTS02249
SMHB000022	SMTS00015
SMHB000022	SMTS00019
SMHB000022	SMTS00046
SMHB000022	SMTS00065
SMHB000022	SMTS00086
SMHB000022	SMTS00090
SMHB000022	SMTS00138
SMHB000022	SMTS00201
SMHB000022	SMTS00238
SMHB000022	SMTS00240
SMHB000022	SMTS00283
SMHB000022	SMTS00285
SMHB000022	SMTS00292
SMHB000022	SMTS00314
SMHB000022	SMTS00379
SMHB000022	SMTS00380
SMHB000022	SMTS00437
SMHB000022	SMTS00483
SMHB000022	SMTS00487
SMHB000022	SMTS00492
SMHB000022	SMTS00501
SMHB000022	SMTS00506
SMHB000022	SMTS00549
SMHB000022	SMTS00610
SMHB000022	SMTS00645
SMHB000022	SMTS00652
SMHB000022	SMTS00653
SMHB000022	SMTS00674
SMHB000022	SMTS00706
SMHB000022	SMTS00709
SMHB000022	SMTS00793
SMHB000022	SMTS00808
SMHB000022	SMTS00892
SMHB000022	SMTS00896
SMHB000022	SMTS00903
SMHB000022	SMTS00911
SMHB000022	SMTS00984
SMHB000022	SMTS00990
SMHB000022	SMTS00993
SMHB000022	SMTS00996
SMHB000022	SMTS01027
SMHB000022	SMTS01051
SMHB000022	SMTS01088
SMHB000022	SMTS01182
SMHB000022	SMTS01195
SMHB000022	SMTS01305
SMHB000022	SMTS01318
SMHB000022	SMTS01319
SMHB000022	SMTS01351
SMHB000022	SMTS01356
SMHB000022	SMTS01357
SMHB000022	SMTS01416
SMHB000022	SMTS01514
SMHB000022	SMTS01564
SMHB000022	SMTS01565
SMHB000022	SMTS01566
SMHB000022	SMTS01584
SMHB000022	SMTS01630
SMHB000022	SMTS01654
SMHB000022	SMTS01707
SMHB000022	SMTS02104
SMHB000023	SMTS00172
SMHB000023	SMTS00174
SMHB000023	SMTS00837
SMHB000023	SMTS00923
SMHB000023	SMTS01577
SMHB000023	SMTS02277
SMHB000024	SMTS00234
SMHB000024	SMTS00235
SMHB000024	SMTS00236
SMHB000024	SMTS00350
SMHB000024	SMTS00492
SMHB000024	SMTS00799
SMHB000024	SMTS00935
SMHB000024	SMTS01013
SMHB000024	SMTS01280
SMHB000024	SMTS01289
SMHB000024	SMTS01443
SMHB000024	SMTS01593
SMHB000024	SMTS01597
SMHB000024	SMTS01686
SMHB000024	SMTS01742
SMHB000024	SMTS01753
SMHB000024	SMTS01774
SMHB000024	SMTS01985
SMHB000024	SMTS02342
SMHB000025	SMTS00118
SMHB000025	SMTS00405
SMHB000025	SMTS00457
SMHB000025	SMTS00721
SMHB000025	SMTS00727
SMHB000025	SMTS00735
SMHB000025	SMTS00743
SMHB000025	SMTS00744
SMHB000025	SMTS00768
SMHB000025	SMTS00776
SMHB000025	SMTS00785
SMHB000025	SMTS00787
SMHB000025	SMTS00931
SMHB000025	SMTS00977
SMHB000025	SMTS00978
SMHB000025	SMTS02010
SMHB000025	SMTS02024
SMHB000025	SMTS02074
SMHB000025	SMTS02324
SMHB000025	SMTS02335
SMHB000025	SMTS02357
SMHB000026	SMTS00137
SMHB000026	SMTS00274
SMHB000026	SMTS00283
SMHB000026	SMTS00284
SMHB000026	SMTS00289
SMHB000026	SMTS00394
SMHB000026	SMTS00395
SMHB000026	SMTS00397
SMHB000026	SMTS00400
SMHB000026	SMTS00419
SMHB000026	SMTS00425
SMHB000026	SMTS00435
SMHB000026	SMTS00541
SMHB000026	SMTS00779
SMHB000026	SMTS00800
SMHB000026	SMTS00836
SMHB000026	SMTS00983
SMHB000026	SMTS01200
SMHB000026	SMTS01206
SMHB000026	SMTS01231
SMHB000026	SMTS01298
SMHB000026	SMTS01446
SMHB000026	SMTS01453
SMHB000026	SMTS01465
SMHB000026	SMTS01466
SMHB000026	SMTS01467
SMHB000026	SMTS01468
SMHB000026	SMTS01469
SMHB000026	SMTS01476
SMHB000026	SMTS01477
SMHB000026	SMTS01481
SMHB000026	SMTS01484
SMHB000026	SMTS01486
SMHB000026	SMTS01492
SMHB000026	SMTS01570
SMHB000026	SMTS01586
SMHB000026	SMTS01650
SMHB000026	SMTS01651
SMHB000026	SMTS01689
SMHB000026	SMTS01703
SMHB000026	SMTS01813
SMHB000026	SMTS01984
SMHB000027	SMTS00026
SMHB000027	SMTS00027
SMHB000027	SMTS00030
SMHB000027	SMTS00032
SMHB000027	SMTS00033
SMHB000027	SMTS00092
SMHB000027	SMTS00128
SMHB000027	SMTS00132
SMHB000027	SMTS00172
SMHB000027	SMTS00174
SMHB000027	SMTS00306
SMHB000027	SMTS00381
SMHB000027	SMTS00414
SMHB000027	SMTS00424
SMHB000027	SMTS00488
SMHB000027	SMTS00492
SMHB000027	SMTS00518
SMHB000027	SMTS00541
SMHB000027	SMTS00631
SMHB000027	SMTS00632
SMHB000027	SMTS00633
SMHB000027	SMTS00636
SMHB000027	SMTS00637
SMHB000027	SMTS00638
SMHB000027	SMTS00639
SMHB000027	SMTS00641
SMHB000027	SMTS00665
SMHB000027	SMTS00712
SMHB000027	SMTS00779
SMHB000027	SMTS00816
SMHB000027	SMTS00817
SMHB000027	SMTS00828
SMHB000027	SMTS00831
SMHB000027	SMTS00867
SMHB000027	SMTS00950
SMHB000027	SMTS00951
SMHB000027	SMTS01106
SMHB000027	SMTS01119
SMHB000027	SMTS01121
SMHB000027	SMTS01122
SMHB000027	SMTS01125
SMHB000027	SMTS01126
SMHB000027	SMTS01127
SMHB000027	SMTS01132
SMHB000027	SMTS01133
SMHB000027	SMTS01134
SMHB000027	SMTS01135
SMHB000027	SMTS01231
SMHB000027	SMTS01288
SMHB000027	SMTS01423
SMHB000027	SMTS01424
SMHB000027	SMTS01441
SMHB000027	SMTS01453
SMHB000027	SMTS01457
SMHB000027	SMTS01564
SMHB000027	SMTS01687
SMHB000027	SMTS01689
SMHB000027	SMTS01699
SMHB000027	SMTS01700
SMHB000027	SMTS02364
SMHB000028	SMTS00076
SMHB000028	SMTS00103
SMHB000028	SMTS00207
SMHB000028	SMTS00254
SMHB000028	SMTS00334
SMHB000028	SMTS00337
SMHB000028	SMTS00524
SMHB000028	SMTS00525
SMHB000028	SMTS00529
SMHB000028	SMTS00530
SMHB000028	SMTS00549
SMHB000028	SMTS00550
SMHB000028	SMTS00551
SMHB000028	SMTS00555
SMHB000028	SMTS00602
SMHB000028	SMTS01059
SMHB000028	SMTS01061
SMHB000028	SMTS01063
SMHB000028	SMTS01070
SMHB000028	SMTS01073
SMHB000028	SMTS01161
SMHB000028	SMTS01431
SMHB000028	SMTS01577
SMHB000028	SMTS01627
SMHB000028	SMTS01760
SMHB000028	SMTS01826
SMHB000028	SMTS01919
SMHB000028	SMTS01920
SMHB000028	SMTS02263
SMHB000028	SMTS02306
SMHB000029	SMTS00057
SMHB000029	SMTS00211
SMHB000029	SMTS00397
SMHB000029	SMTS00496
SMHB000029	SMTS00499
SMHB000029	SMTS00508
SMHB000029	SMTS00558
SMHB000029	SMTS00561
SMHB000029	SMTS00602
SMHB000029	SMTS00652
SMHB000029	SMTS00656
SMHB000029	SMTS00667
SMHB000029	SMTS00894
SMHB000029	SMTS00897
SMHB000029	SMTS00969
SMHB000029	SMTS00970
SMHB000029	SMTS01028
SMHB000029	SMTS01092
SMHB000029	SMTS01470
SMHB000029	SMTS01471
SMHB000029	SMTS01551
SMHB000029	SMTS01552
SMHB000029	SMTS01553
SMHB000029	SMTS01554
SMHB000029	SMTS01633
SMHB000030	SMTS00045
SMHB000030	SMTS00057
SMHB000030	SMTS00183
SMHB000030	SMTS00605
SMHB000030	SMTS00667
SMHB000030	SMTS00894
SMHB000030	SMTS00970
SMHB000030	SMTS01028
SMHB000030	SMTS01331
SMHB000030	SMTS01333
SMHB000030	SMTS01334
SMHB000030	SMTS01335
SMHB000030	SMTS01551
SMHB000030	SMTS01553
SMHB000030	SMTS01554
SMHB000030	SMTS01644
SMHB000031	SMTS00082
SMHB000031	SMTS00085
SMHB000031	SMTS00184
SMHB000031	SMTS00283
SMHB000031	SMTS00284
SMHB000031	SMTS00289
SMHB000031	SMTS00800
SMHB000031	SMTS00983
SMHB000031	SMTS01120
SMHB000031	SMTS01139
SMHB000031	SMTS01298
SMHB000031	SMTS01350
SMHB000031	SMTS01526
SMHB000031	SMTS01586
SMHB000031	SMTS01608
SMHB000031	SMTS01610
SMHB000031	SMTS01748
SMHB000031	SMTS01749
SMHB000031	SMTS01996
SMHB000031	SMTS02038
SMHB000031	SMTS02106
SMHB000031	SMTS02143
SMHB000031	SMTS02154
SMHB000031	SMTS02298
SMHB000032	SMTS00217
SMHB000032	SMTS00281
SMHB000032	SMTS00470
SMHB000032	SMTS00642
SMHB000032	SMTS01110
SMHB000032	SMTS01161
SMHB000032	SMTS01593
SMHB000032	SMTS01594
SMHB000032	SMTS01645
SMHB000032	SMTS01646
SMHB000032	SMTS01649
SMHB000032	SMTS01936
SMHB000032	SMTS02279
SMHB000032	SMTS02316
SMHB000033	SMTS00178
SMHB000033	SMTS00228
SMHB000033	SMTS00230
SMHB000033	SMTS00234
SMHB000033	SMTS00235
SMHB000033	SMTS00236
SMHB000033	SMTS00400
SMHB000033	SMTS00404
SMHB000033	SMTS00617
SMHB000033	SMTS00618
SMHB000033	SMTS00619
SMHB000033	SMTS00628
SMHB000033	SMTS00786
SMHB000033	SMTS00868
SMHB000033	SMTS00876
SMHB000033	SMTS00912
SMHB000033	SMTS00935
SMHB000033	SMTS00965
SMHB000033	SMTS00966
SMHB000033	SMTS00967
SMHB000033	SMTS01013
SMHB000033	SMTS01162
SMHB000033	SMTS01229
SMHB000033	SMTS01289
SMHB000033	SMTS01470
SMHB000033	SMTS01472
SMHB000033	SMTS01484
SMHB000033	SMTS01485
SMHB000033	SMTS01489
SMHB000033	SMTS01599
SMHB000033	SMTS01638
SMHB000033	SMTS01687
SMHB000033	SMTS01690
SMHB000033	SMTS01818
SMHB000033	SMTS01959
SMHB000033	SMTS01977
SMHB000034	SMTS00104
SMHB000034	SMTS00142
SMHB000034	SMTS00353
SMHB000034	SMTS00405
SMHB000034	SMTS00768
SMHB000034	SMTS00776
SMHB000034	SMTS00930
SMHB000034	SMTS00931
SMHB000034	SMTS00974
SMHB000034	SMTS00977
SMHB000034	SMTS00978
SMHB000034	SMTS01027
SMHB000034	SMTS01120
SMHB000034	SMTS01599
SMHB000034	SMTS01996
SMHB000035	SMTS00024
SMHB000035	SMTS00068
SMHB000035	SMTS00069
SMHB000035	SMTS00109
SMHB000035	SMTS00149
SMHB000035	SMTS00163
SMHB000035	SMTS00251
SMHB000035	SMTS00253
SMHB000035	SMTS00255
SMHB000035	SMTS00272
SMHB000035	SMTS00381
SMHB000035	SMTS00490
SMHB000035	SMTS00501
SMHB000035	SMTS00518
SMHB000035	SMTS00545
SMHB000035	SMTS00546
SMHB000035	SMTS00548
SMHB000035	SMTS00549
SMHB000035	SMTS00550
SMHB000035	SMTS00551
SMHB000035	SMTS00552
SMHB000035	SMTS00553
SMHB000035	SMTS00555
SMHB000035	SMTS00591
